기업명,주요업무,자격요건,우대사항
씨드로닉스,"• 영상처리 알고리즘 개발 : 이미지 왜곡 보정, 영상 안정화(자세 보정) 알고리즘 개발 : 3D Geometry 기반 이미지 변환 및 정합 알고리즘 개발 : 영상기반 객체 추출과 추적, 관리 알고리즘 개발· 통합 시스템 SW 개발 및 운영 : 인공지능 연산, 스트리밍, 통신 등 코드 통합 및 어플리케이션 개발 : 라이브러리, 드라이버 등 호환성 관리.",• 3년 이상의 Computer Vision 관련 개발 경력· C/C++을 사용한 제품화 개발 경험· OpenCV 및 3D 비전 라이브러리 개발 경험· 3D Geometry 기반 비전 알고리즘 개발 경험.,(우대) 리눅스 기반의 SW개발 경험(우대) 3D 영상 서비스 개발 경험(우대) 광학계 분석 경험(우대) 영상 외 센서융합 SW개발 경험(우대) 비즈니스 영어 커뮤니케이션 가능자.
메디픽셀,"실시간 의료 영상 스트림(cine / fluoroscopy 등)에 대한 영상 처리 파이프라인 설계, 구현, 최적화cross-modality 정보를 활용한 overlay visualization 기능 구현.","관련 전공(컴퓨터비전, 의공학, 컴퓨터공학 등) 학사 이상관련 경력 3년 이상Real-time system 상에서의 영상 처리 알고리즘 설계 및 성능 trade-off 경험End-to-end latency profiling 및 최적화 경험.","C++ / Python 기반의 production-level 개발 경험GPGPU 프로그래밍(Shader, CUDA, OpenCL 등) 기반 실시간 영상처리 프로젝트 경험석사 이상 학위 소지자(전문연구요원 가능자)Projective geometry, epipolar geometry 에 대한 이해overlay visualization pipeline 구축 경험(OpenGL / Vulkan 등 rendering stack 포함)영어로 업무 의사소통이 가능한 자스타트업 환경에 대한 경험 또는 이해를 가진 분."
디지털케어,• 쇼핑몰 상품 기획 및 운영: 고객의 요구에 맞춘 상품 기획 및 운영 전략 수립• 프로그램 앱 개발: 고객 경험을 향상시키기 위한 앱 개발 및 유지보수• 시장 트렌드 분석: 최신 시장 트렌드를 분석하여 상품 및 서비스 개선.,• 관련 분야 학사 학위 이상 소지자• 쇼핑몰MD 또는 앱 개발 관련 경력 2년 이상• 데이터 분석 및 문제 해결 능력 보유.,• e커머스 플랫폼 운영 경험자• 앱 개발 관련 프로젝트 리더 경험자• 트렌드 분석 및 기획 능력 우수자.
비트센싱,• Radar Point Cloud 출력을 위한 신호처리 알고리즘 개발• Embedded 환경에서의 레이더 신호처리 구현 및 최적화• 다양한 레이더 제품군에 적용 가능한 SW 모듈 개발.,• 신호처리 개발 경험 또는 이에 준하는 역량• Embedded Coding 개발 경험• 전자공학 학사 또는 석사 학위 보유• 석사: 신입 지원 가능.,"• Automotive 업계 2~5년 경력• Python, MATLAB 활용 경험• 문제 해결에 적극적이며 협업 역량이 뛰어난 분."
휴톰,"• 최소침습수술(MIS) 환경에서의 Augmented Reality• 내시경 영상 기반 3D 장기 지도 생성 (3D Reconstruction/SLAM)• Mono/Stereo Vision과 활용한 Deformable한 신체 내부 구조의 3D Instance Depth Map 생성• CT/MRI 기반 3D 장기/혈관 모델과 real-time 3D depth map 간의 (Deformable) Registration 수행• 수술 중 제한된 시야, occlusion, deformation 등을 고려한 정합 신뢰성 향상 연구.","• 컴퓨터 비전 또는 의료영상처리 관련 석사 또는 박사 학위 소지자 (혹은 동등한 경력 보유자)• 다음 중 하나 이상의 개발/연구 경험 보유자 :• Mono/Stereo/Multi-view SLAM• Mono/Stereo/Multi-view Depth Estimation / Structure-from-Motion / Tracking• (Biomechanical) Deformable Registration• 최소침습수술(MIS) Augmented Reality or SLAM• Git, Docker, PyTorch, TensorFlow 등의 사용에 능숙하신 분.",• 우수 학회에서 1저자 논문 발표 경험• 우수한 의사소통 / 리딩 능력• 제품 출시 경험 보유자• 제품 유지보수/개선 경험 보유자.
포티투닷(42dot),"• AGC, AEC, NR 등 핵심 오디오 신호 처리 알고리즘 설계 및 최적화• 차량별 조건에 맞는 신호 처리 솔루션 개발• 좌석별 음성 인식 및 신호 분리 기술 개발 (다중 마이크 데이터 기반 음성 신호 분리 및 인식 정확도 향상)• 다양한 좌석 배치 및 환경에서 확장 가능한 알고리즘 개발• OEM 차량별 전처리 기술 튜닝 및 최적화 지원• 양산 프로젝트 지원 및 일정 관리, 기술적 요구사항 해결 및 일정 준수 지원• 신호 품질 테스트 및 디버깅, 시스템 안정화• 외주 솔루션 의존성 감소를 위한 내부 기술 내재화• 양산 이후 지속적인 기술 유지보수 및 고도화.","• 오디오 신호 처리 및 전처리 알고리즘 설계 경험 (AGC, AEC, NR 등)• 음성 인식 및 신호 분리 관련 경험 또는 이해• MATLAB, Python, C/C++ 등 신호 처리 및 알고리즘 구현 언어 숙련도• DSP 관련 개발 경험 및 디버깅 능력• 양산 프로젝트에서 일정 관리 및 요구사항 분석 경험• 팀 내 협업 및 외부 파트너와의 커뮤니케이션 능력• 차량용 오디오 시스템 개발 경험 (또는 유사 도메인 경험)• 다중 마이크 환경에서의 음향 기술 연구 또는 적용 경험.","• 머신 러닝 또는 딥러닝을 활용한 음성 신호 처리 경험• 음성 인식 시스템(예: wake-up word) 개발 및 튜닝 경험• 차량 외부 마이크를 활용한 음향 시나리오 연구 및 구현 경험• OEM 또는 Tier 1 공급업체와의 협업 경험• 양산 단계에서의 오디오 시스템 검증 및 품질 관리 경험• 복잡한 기술 문제를 분석하고 해결하는 데 필요한 창의적 문제 해결 능력• 기술적 의사결정을 명확히 내리고, 팀 동료와 효율적으로 협력할 수 있는 자세."
아이브,"• 제조업 외관 검사 자동화 시스템 개발을 위한 컴퓨터 비전 알고리즘 개발, 테스트• 딥러닝 기반의 Machine Vision 소프트웨어 개발 및 유지보수• 딥러닝 모델 학습 및 최적화, 평가를 통한 검사 정확도 향상• 영상 데이터 전처리 및 후처리 알고리즘 개발• 고객사의 환경에 맞춰 프로그램을 배포하고 운영하며 문제 상황에 대응• 사용자 편의성 프로그램 개발.","• 컴퓨터공학, 전자공학, 인공지능, 기계공학 관련 분야 학사 이상• 컴퓨터 비전 알고리즘 개발 경험 3년 이상• C++을 이용한 영상처리 알고리즘 개발에 능숙하신 분 (MI, Halcon, OpenCV 등)• 제조 공정 및 외관 검사 관련 지식• 비전 라이브러리 사용 경험 (MIL, OpenCV 등).","• 관련 전공 석사/박사 학위 소유자• modern C++ 사용자• Unit Test, TDD, OOD 기반 소프트웨어 개발 경험• 상용화 소프트웨어 개발 경험이 있으신 분."
지비소프트,"• 영상 기반 PPG(rPPG) 신호 추출 및 알고리즘 연구 및 개발• 영상 내 노이즈 제거, 생체신호 전처리 기술 개발• 신호 추출 정확도 및 품질 향상을 위한 최적화 연구• 관련 최신 논문 및 연구동향 분석, 기술 검증 및 적용• 연구 성과 논문화 및 학회 발표.",• 5년 이상 관련 분야 경력이 있으신 분• 컴퓨터 비전 및 이미지 처리 관련 경험이 있으신 분• 새로운 기술과 문제 해결에 도전하는 것을 즐기시는 분.,• 관련 내용 박사 학위 소지자• 광학에 대한 이해도가 높으신 분• 국제 학술지(SCI급) 논문 게재 경험이 있으신 분.
비트센싱,• Radar Tracking Algorithm 개발• Sensor Fusion Tracking Algorithm 개발• Perception 성능 최적화 및 시스템 적용.,• Tracking 알고리즘 개발 경험 또는 이에 준하는 역량• Embedded Coding 개발 경험• 전자공학 학사 또는 석사 학위 보유• 석사: 신입지원 가능.,"• Automotive 업계 2~5년 경력• Python, MATLAB 활용 경험• 문제 해결에 적극적이며 협업 역량이 뛰어난 분."
럭스로보(LUXROBO),"• 스마트 홈 월패드 및 IoT 기기 통신 프로토콜 구현• 다양한 IoT 디바이스간 연동 및 제어 시스템 개발• 다양한 모터(스텝모터, 서보모터, BLDC 등) 제어 알고리즘 개발.","• 학력사항 : 대졸 이상• 경력사항 : 3년 ~ 15년• 마이크로컨트롤러(MCU) 기반 펌웨어 개발 경험• Connectivity (Wi-Fi, Bluetooth, LTE, GPS) 개발 경험• RTOS 기반 IoT 제품 개발 경험• 펌웨어 기능 검증 프로그램 개발• 문제 해결을 위해 적극적이고 다양한 기술적 방법을 시도하시는 분.","• ESP32 / nRF52 / Cortex 등 MCU Firmware 개발 경험• 통신 프로토콜 (UART, I2C, SPI, CAN) 활용 경험• IoT 프로토콜 (MQTT, HTTP/REST API)통신 프로토콜 개발 경험• GitHub를 사용한 협업 및 코드 관리."
다비오(Dabeeo),프론트엔드 웹 어플리케이션 개발.,"• 프론트엔드 개발 경력 7년 이상• 공공기관 6억 이상 감리 프로젝트 수검 경험• React, Vue, Angular 등 SPA 프레임워크 사용하여 웹 어플리케이션 개발 경험• CSS, HTML, JaveScript/Typescript에 대한 높은 이해도와 경험• 클라우드 환경에서 개발, 서비스 운영 경험(AWS, Docker, Kubernetes 등)• 기술 선택 및 구조 설계 등에 대한 의사결정 경험.","• Webpack 등 번들러에 대한 이해• Redux, zustand, Jotai 등 상태관리 사용 경험• Github/Jira/Slack 등의 협업 도구를 통해 협업한 경험• 프론트엔드 렌더링 성능 개선, 라이브러리화 등 개발 생산성 향상에 기여한 경험."
