Node_ID,Skill,Community_ID
493,정보보안기사,2
239,Low-code,2
244,MES,2
251,MS-SQL,2
252,MSA,2
254,MariaDB,2
2,3D Geometry,3
3,3D Motion,3
4,3D Reconstruction,3
9,ADAS,3
11,AIOps,3
14,AR,3
15,ARM,3
18,ASR,3
29,AWS ElastiCache,3
32,AWS OpenSearch,3
38,Action Recognition,3
45,Animation,3
53,Audio,3
55,Autonomous Driving,3
63,Blender,3
67,C++,3
69,CAD,3
80,CUDA,3
81,CVAT,3
88,ChatGPT,3
89,Circuit Design,3
90,Claude,3
92,Codec,3
94,Computer Graphics,3
95,Computer Vision,3
97,Copilot,3
99,Crawler,3
102,Cursor,3
105,DICOM,3
108,DSP,3
109,Dagger Hilt,3
123,Depth Estimation,3
126,Diffusion,3
134,ERP,3
138,Embedded,3
144,FPGA,3
150,Fine-tuning,3
155,Flow,3
157,Foundation Model,3
161,GNN,3
162,GPU,3
164,Gemini,3
185,Healthcare,3
188,HuggingFace,3
189,Hybrid App,3
190,IAM,3
191,IEC 62304,3
192,IMU,3
194,ISO 14971,3
195,ISO 26262,3
203,JAX,3
206,JSON,3
212,Jetpack Compose,3
215,KMS,3
220,KoNLPy,3
222,KubeFlow,3
227,Label Studio,3
228,LangChain,3
229,LangGraph,3
231,LiDAR,3
233,Linear Algebra,3
235,Linux Kernel,3
241,MATLAB,3
243,MCU,3
245,MFC,3
247,MLFlow,3
257,Medical Device,3
262,Model Serving,3
263,Monday.com,3
266,Multi-Agent,3
267,Multi-thread,3
268,Multimodal,3
270,NLP,3
271,NLTK,3
272,NPU,3
275,Neural Rendering,3
285,Nvidia Issac Sim,3
286,Nvidia Omniverse,3
288,ONNX,3
294,OpenAI API,3
295,OpenCL,3
296,OpenCV,3
297,OpenGL,3
307,PLM,3
313,PX4,3
316,Photoshop,3
317,Physics Engine,3
318,Pillow,3
322,Pose Estimation,3
331,Prompt Engineering,3
334,Prototyping,3
340,QNX,3
341,Quantization,3
348,ROS,3
349,RPA,3
350,RTOS,3
352,Ray,3
361,Replit,3
363,Rigging,3
365,Robotics,3
377,SLAM,3
387,Scikit-image,3
394,Sensor,3
397,Simulation,3
402,SoC,3
405,SpaCy,3
414,Storyboard,3
422,SystemVerilog,3
424,TCP/UDP,3
425,TDD,3
427,TPM,3
428,TTS,3
432,TensorRT,3
437,Transformer,3
439,Triton,3
442,UX,3
443,Unit Test,3
444,Unity,3
447,Unreal Engine,3
448,VAE,3
450,VITS,3
453,VPC,3
454,VR,3
457,Verilog,3
462,Vulkan,3
466,Wav2Vec,3
472,Webtoon,3
473,Whisper,3
475,Wireframe,3
479,YOLO,3
488,n8n,3
490,pytest,3
492,vLLM,3
495,정보처리기사,3
