Node_ID,Skill,Community_ID
152,Firebase,8
413,Storm,8
414,Storyboard,8
159,Funnel Analysis,8
418,Superset,8
167,GitLab CI,8
171,Google AdMob,8
172,Google Analytics,8
176,Growth Hacking,8
177,HBase,8
433,Terraform,8
179,HL7,8
438,Trino,8
442,UX,8
188,HuggingFace,8
445,Unity Ads,8
452,VOC,8
200,Iceberg,8
205,JPA,8
218,Kanban,8
475,Wireframe,8
221,Kotlin,8
225,LLMOps,8
226,LTV,8
482,Zeplin,8
485,dbt,8
232,LightGBM,8
238,Looker Studio,8
495,정보처리기사,8
240,Luigi,8
242,MAU,8
250,MS Office,8
255,Markdown,8
